x y
2.0415e+05 7.4559e+06
1.8376e+05 6.8657e+06
1.3785e+05 5.6773e+06
1.4617e+05 5.8634e+06
1.488e+05 5.9751e+06
1.4604e+05 5.8193e+06
41424 1.6114e+06
0 16929
1.5343e+05 6.1584e+06
1.4476e+05 5.9658e+06
1.5024e+05 6.0167e+06
1.5633e+05 6.1093e+06
1.5295e+05 6.1393e+06
1.5553e+05 6.177e+06
1.4608e+05 5.9599e+06
1.5244e+05 6.1707e+06
56847 2.0742e+06
0 18437
1.6648e+05 6.5133e+06
1.6017e+05 6.3767e+06
1.7376e+05 6.7216e+06
1.5905e+05 6.243e+06
1.3665e+05 5.6732e+06
1.4809e+05 5.905e+06
1.5817e+05 6.3888e+06
1.2453e+05 5.2219e+06
46833 1.7848e+06
0 16443
2.809e+05 9.7552e+06
2.8417e+05 9.8563e+06
2.2245e+05 8.1315e+06
1.8665e+05 7.076e+06
1.4703e+05 5.9417e+06
1.4431e+05 5.913e+06
1.4041e+05 5.725e+06
1.4646e+05 5.9717e+06
40028 1.5912e+06
0 18006
1.738e+05 6.6971e+06
1.7346e+05 6.7102e+06
1.6834e+05 6.4074e+06
1.9839e+05 7.2885e+06
1.3813e+05 5.6589e+06
1.7324e+05 6.7497e+06
1.4316e+05 5.896e+06
1.3516e+05 5.617e+06
40455 1.5913e+06
0 17225
1.411e+05 5.7083e+06
1.3488e+05 5.5653e+06
1.3866e+05 5.5119e+06
2.2214e+05 7.9933e+06
1.5816e+05 6.1625e+06
1.826e+05 6.945e+06
1.491e+05 5.8812e+06
1.6715e+05 6.445e+06
44136 1.6826e+06
0 17527
1.4161e+05 5.7681e+06
1.3414e+05 5.5757e+06
2.0525e+05 7.6015e+06
1.8021e+05 6.8333e+06
1.342e+05 5.5002e+06
1.5384e+05 6.0958e+06
1.4125e+05 5.7275e+06
1.4763e+05 5.9445e+06
32993 1.3483e+06
0 23039
1.2824e+05 5.3818e+06
1.3191e+05 5.5016e+06
1.2718e+05 5.1428e+06
1.324e+05 5.3385e+06
1.3492e+05 5.5244e+06
1.4093e+05 5.6651e+06
1.5592e+05 6.1634e+06
1.4923e+05 5.9802e+06
55664 2.03e+06
0 20228
1.5953e+05 6.3253e+06
1.407e+05 5.7988e+06
1.4364e+05 5.7656e+06
1.5363e+05 6.0935e+06
1.3165e+05 5.4794e+06
1.4237e+05 5.6937e+06
1.3556e+05 5.5997e+06
1.4071e+05 5.7006e+06
39213 1.5488e+06
0 24004
1.4373e+05 5.9047e+06
1.4557e+05 6.0072e+06
1.3743e+05 5.4822e+06
1.2779e+05 5.2644e+06
1.372e+05 5.6528e+06
1.343e+05 5.5224e+06
1.3769e+05 5.6847e+06
1.4557e+05 5.963e+06
39168 1.5668e+06
0 23696
1.3809e+05 5.646e+06
1.344e+05 5.5748e+06
1.5824e+05 6.2221e+06
1.5288e+05 6.0677e+06
1.3004e+05 5.3333e+06
1.3235e+05 5.4512e+06
1.319e+05 5.4685e+06
1.454e+05 5.7935e+06
55515 2.003e+06
0 23356
1.3741e+05 5.7284e+06
1.3698e+05 5.7057e+06
1.5646e+05 6.1819e+06
1.4682e+05 5.8674e+06
1.487e+05 6.0091e+06
1.4143e+05 5.7282e+06
1.4287e+05 5.7339e+06
1.4482e+05 5.8564e+06
44859 1.709e+06
0 22430
1.3651e+05 5.6215e+06
1.3666e+05 5.628e+06
1.5528e+05 6.0342e+06
1.6494e+05 6.313e+06
1.3647e+05 5.5983e+06
1.5069e+05 5.9782e+06
1.3635e+05 5.5367e+06
1.4471e+05 5.8042e+06
43358 1.7182e+06
0 19333
1.5065e+05 6.107e+06
1.5014e+05 6.1575e+06
1.3489e+05 5.473e+06
1.3173e+05 5.3456e+06
1.4408e+05 5.8784e+06
1.3088e+05 5.4192e+06
1.3984e+05 5.7416e+06
1.4589e+05 5.9641e+06
40868 1.6368e+06
0 21150
1.4259e+05 5.7728e+06
1.3874e+05 5.6494e+06
1.5844e+05 6.2612e+06
1.496e+05 5.9363e+06
1.3216e+05 5.484e+06
1.472e+05 5.8451e+06
1.3714e+05 5.5855e+06
1.4173e+05 5.7235e+06
60634 2.1659e+06
0 19838
1.2887e+05 5.3834e+06
1.2621e+05 5.3344e+06
2.5358e+05 8.9992e+06
2.1294e+05 7.8729e+06
1.4866e+05 6.0534e+06
1.8194e+05 6.8793e+06
1.4311e+05 5.9399e+06
1.3427e+05 5.5231e+06
29706 1.2214e+06
0 16142
1.4378e+05 5.8881e+06
1.4888e+05 5.9575e+06
1.3192e+05 5.3884e+06
1.2287e+05 5.0824e+06
1.3741e+05 5.6381e+06
1.5925e+05 6.2877e+06
1.4596e+05 5.9187e+06
1.3684e+05 5.6837e+06
42085 1.6277e+06
0 20055
1.3342e+05 5.5766e+06
1.2894e+05 5.4354e+06
2.9727e+05 1.0186e+07
2.3505e+05 8.4868e+06
1.5278e+05 6.163e+06
1.6864e+05 6.641e+06
1.3001e+05 5.461e+06
1.6486e+05 6.6416e+06
35372 1.4064e+06
0 19062
1.7792e+05 6.8578e+06
1.8652e+05 7.1371e+06
1.5694e+05 6.1925e+06
1.508e+05 6.0958e+06
1.4225e+05 5.8721e+06
1.4247e+05 5.8096e+06
1.4478e+05 5.8342e+06
1.4658e+05 5.9779e+06
50623 1.898e+06
0 15840
1.284e+05 5.3645e+06
1.2963e+05 5.4021e+06
1.6372e+05 6.2156e+06
1.5126e+05 5.963e+06
1.3783e+05 5.6838e+06
1.3722e+05 5.5725e+06
1.4627e+05 5.9846e+06
1.3517e+05 5.5603e+06
36485 1.4344e+06
0 18903
1.7048e+05 6.649e+06
1.8571e+05 7.1548e+06
2.2127e+05 8.076e+06
1.8492e+05 7.0317e+06
1.4744e+05 5.9694e+06
1.4872e+05 6.0102e+06
1.4604e+05 5.9448e+06
1.5566e+05 6.1531e+06
42240 1.6668e+06
0 16615
1.4747e+05 5.9257e+06
1.5296e+05 6.0594e+06
1.5925e+05 6.322e+06
1.6002e+05 6.3767e+06
1.5258e+05 6.2179e+06
1.6234e+05 6.3832e+06
1.483e+05 5.9863e+06
1.4679e+05 5.9418e+06
51539 1.9078e+06
0 17823
1.4141e+05 5.8237e+06
1.4421e+05 5.8975e+06
1.3971e+05 5.5637e+06
1.3953e+05 5.5858e+06
1.3279e+05 5.4585e+06
1.4552e+05 5.8136e+06
1.4387e+05 5.7956e+06
1.4306e+05 5.8211e+06
44418 1.7434e+06
0 19012
1.3253e+05 5.5528e+06
1.3072e+05 5.5417e+06
1.5235e+05 6.1024e+06
1.444e+05 5.841e+06
1.407e+05 5.7674e+06
1.3725e+05 5.6072e+06
1.5114e+05 6.095e+06
1.4734e+05 5.969e+06
47748 1.8536e+06
0 21134
2.5517e+05 9.01e+06
2.8296e+05 9.7956e+06
1.5892e+05 6.1876e+06
1.4074e+05 5.6433e+06
1.3259e+05 5.5133e+06
1.308e+05 5.4185e+06
1.4323e+05 5.807e+06
1.8831e+05 7.1993e+06
54935 2.0463e+06
0 22071
1.4261e+05 5.8259e+06
1.3977e+05 5.7624e+06
1.442e+05 5.6476e+06
1.326e+05 5.3079e+06
1.4519e+05 5.867e+06
1.4097e+05 5.6623e+06
1.4629e+05 5.8949e+06
1.4112e+05 5.822e+06
47340 1.8094e+06
0 21458
1.7651e+05 6.7612e+06
1.8233e+05 7.0117e+06
1.315e+05 5.3857e+06
1.4356e+05 5.6898e+06
1.3254e+05 5.5314e+06
1.525e+05 6.1177e+06
1.3324e+05 5.497e+06
1.4308e+05 5.8363e+06
71443 2.4857e+06
0 22735
1.3838e+05 5.7091e+06
1.3559e+05 5.6316e+06
1.4908e+05 5.9945e+06
1.3215e+05 5.5209e+06
1.4391e+05 5.8391e+06
1.3979e+05 5.7289e+06
1.5587e+05 6.1556e+06
1.4075e+05 5.7435e+06
32592 1.3612e+06
0 22128
1.6066e+05 6.2756e+06
1.8162e+05 6.8909e+06
1.4696e+05 5.8574e+06
1.3163e+05 5.3177e+06
1.4177e+05 5.7585e+06
1.4092e+05 5.6614e+06
1.3027e+05 5.4206e+06
1.3866e+05 5.6877e+06
47706 1.7787e+06
0 22706
1.8477e+05 6.9754e+06
1.9437e+05 7.2652e+06
1.8367e+05 6.9422e+06
1.7197e+05 6.7015e+06
1.4342e+05 5.9051e+06
1.5172e+05 6.1085e+06
1.4516e+05 5.953e+06
1.4457e+05 5.9038e+06
51149 1.9344e+06
0 24314
