1000000.000000 931695.000000 1108843.000000

2000000.000000 1862766.000000 2238149.000000

3000000.000000 2778934.000000 3400221.000000

4000000.000000 3699385.000000 4609623.000000

5000000.000000 4613329.000000 5878400.000000

6000000.000000 5529003.000000 7153477.000000

7000000.000000 6431848.000000 8455649.000000

8000000.000000 7336616.000000 9738029.000000

9000000.000000 8231329.000000 11079447.000000

10000000.000000 9131122.000000 12388918.000000

11000000.000000 10018152.000000 13755724.000000

12000000.000000 10893990.000000 15167999.000000

13000000.000000 11778728.000000 16553964.000000

14000000.000000 12657966.000000 17961856.000000

15000000.000000 13528424.000000 19404862.000000

16000000.000000 14389088.000000 20911933.000000

17000000.000000 15250105.000000 22403524.000000

18000000.000000 16104419.000000 23935096.000000

19000000.000000 16964362.000000 25452764.000000

20000000.000000 17816719.000000 27006040.000000

21000000.000000 18646382.000000 28620664.000000

22000000.000000 19487176.000000 30243224.000000

23000000.000000 20335907.000000 31814617.000000

24000000.000000 21184402.000000 33365165.000000

25000000.000000 22023652.000000 34966836.000000

26000000.000000 22870494.000000 36563502.000000

27000000.000000 23730518.000000 38066031.000000

28000000.000000 24610715.000000 39480929.000000

29000000.000000 25498248.000000 40867196.000000

30000000.000000 26423822.000000 41866690.000000

31000000.000000 27360245.000000 42851951.000000

32000000.000000 28327502.000000 43866122.000000

33000000.000000 29290720.000000 44918196.000000

34000000.000000 30236498.000000 45982496.000000

35000000.000000 31174825.000000 47022345.000000

36000000.000000 32105929.000000 48051544.000000

37000000.000000 33044108.000000 49058166.000000

38000000.000000 33977601.000000 50075060.000000

39000000.000000 34924925.000000 51121262.000000

40000000.000000 35892700.000000 52153768.000000

41000000.000000 36844233.000000 53197540.000000

42000000.000000 37791190.000000 54216311.000000

43000000.000000 38747942.000000 55255934.000000

44000000.000000 39698738.000000 56256921.000000

45000000.000000 40659391.000000 57281137.000000

46000000.000000 41629558.000000 58321572.000000

47000000.000000 42587035.000000 59330686.000000

48000000.000000 43552006.000000 60339210.000000

49000000.000000 44502750.000000 61350234.000000

50000000.000000 45479086.000000 62361433.000000

51000000.000000 46442413.000000 63392549.000000

52000000.000000 47435649.000000 64406428.000000

53000000.000000 48399053.000000 65429070.000000

54000000.000000 49370688.000000 66434064.000000

55000000.000000 50367307.000000 67454553.000000

56000000.000000 51339472.000000 68474550.000000

57000000.000000 52316931.000000 69489954.000000

58000000.000000 53299486.000000 70517206.000000

59000000.000000 54270083.000000 71531805.000000

60000000.000000 55232535.000000 72527062.000000

61000000.000000 56202638.000000 73553470.000000

62000000.000000 57175189.000000 74566230.000000

63000000.000000 58115058.000000 75576105.000000

64000000.000000 59017084.000000 76587744.000000

65000000.000000 59926278.000000 77588995.000000

66000000.000000 60850068.000000 78616513.000000

67000000.000000 61761756.000000 79626848.000000

68000000.000000 62668142.000000 80630264.000000

69000000.000000 63567690.000000 81637308.000000

70000000.000000 64505092.000000 82658190.000000

71000000.000000 65416899.000000 83679151.000000

72000000.000000 66346025.000000 84698870.000000

73000000.000000 67263224.000000 85701310.000000

74000000.000000 68194890.000000 86729356.000000

75000000.000000 69113432.000000 87738120.000000

76000000.000000 70034559.000000 88747456.000000

77000000.000000 70970731.000000 89747212.000000

78000000.000000 71897609.000000 90754607.000000

79000000.000000 72824531.000000 91759262.000000

80000000.000000 73758107.000000 92791600.000000

81000000.000000 74688993.000000 93810526.000000

82000000.000000 75610510.000000 94830003.000000

83000000.000000 76536662.000000 95847384.000000

84000000.000000 77464254.000000 96858739.000000

85000000.000000 78375808.000000 97867094.000000

86000000.000000 79303343.000000 98894203.000000

87000000.000000 80217139.000000 99910208.000000

88000000.000000 81139087.000000 100936455.000000

89000000.000000 82059773.000000 101942999.000000

90000000.000000 82980819.000000 102967505.000000

91000000.000000 83911363.000000 103992396.000000

92000000.000000 84838043.000000 105013390.000000

93000000.000000 85764063.000000 106037365.000000

94000000.000000 86701601.000000 107049746.000000

95000000.000000 87641402.000000 108074195.000000

96000000.000000 88566809.000000 109092036.000000

97000000.000000 89509537.000000 110130149.000000

98000000.000000 90440105.000000 111155364.000000

99000000.000000 91374836.000000 112177474.000000

100000000.000000 92300877.000000 113191122.000000

101000000.000000 93243764.000000 114221897.000000

102000000.000000 94186624.000000 115227963.000000

103000000.000000 95150616.000000 116230125.000000

104000000.000000 96128213.000000 117240586.000000

105000000.000000 97134436.000000 118246811.000000

106000000.000000 98147863.000000 119240654.000000

107000000.000000 99170056.000000 120233037.000000

108000000.000000 100189056.000000 121218048.000000

109000000.000000 101210997.000000 122209652.000000

110000000.000000 102236623.000000 123187938.000000

111000000.000000 103256062.000000 124167590.000000

112000000.000000 104273761.000000 125154115.000000

113000000.000000 105295848.000000 126126784.000000

114000000.000000 106316224.000000 127113252.000000

115000000.000000 107333277.000000 128103404.000000

116000000.000000 108348087.000000 129085863.000000

117000000.000000 109360797.000000 130074970.000000

118000000.000000 110290199.000000 131072315.000000

119000000.000000 111227340.000000 132087555.000000

120000000.000000 112175404.000000 133110543.000000

121000000.000000 113130433.000000 134123462.000000

122000000.000000 114097447.000000 135140045.000000

123000000.000000 115073213.000000 136146609.000000

124000000.000000 116050853.000000 137152327.000000

125000000.000000 117029640.000000 138166874.000000

126000000.000000 118014888.000000 139175347.000000

127000000.000000 119003261.000000 140183231.000000

128000000.000000 119996523.000000 141189376.000000

129000000.000000 120980728.000000 142197897.000000

130000000.000000 121962194.000000 143211325.000000

131000000.000000 122947307.000000 144227991.000000

132000000.000000 123939840.000000 145236592.000000

133000000.000000 124929891.000000 146246491.000000

134000000.000000 125923662.000000 147259413.000000

135000000.000000 126915355.000000 148275500.000000

136000000.000000 127906629.000000 149286413.000000

137000000.000000 128902291.000000 150295743.000000

138000000.000000 129896161.000000 151309037.000000

139000000.000000 130893743.000000 152319045.000000

140000000.000000 131889416.000000 153326061.000000

141000000.000000 132877843.000000 154332928.000000

